[INFO]		 loaded tga:
			 Materials\test.tga
[INFO]		 loaded texture:
			 Materials\test.vmat
[INFO]		 loaded tga:
			 Materials\test2.tga
[INFO]		 loaded texture:
			 Materials\test2.vmat
[FPS]	 71.776759
[FPS]	 60.121679
[FPS]	 72.690943
[FPS]	 93.755055
[FPS]	 60.009042
[FPS]	 60.250926
[FPS]	 59.862559
[FPS]	 92.678270
[FPS]	 60.529763
[FPS]	 60.344746
[FPS]	 60.009042
[FPS]	 56.799294
[FPS]	 60.134349
[FPS]	 89.706590
[FPS]	 59.960899
[FPS]	 73.041069
[FPS]	 89.359286
[FPS]	 72.731365
[FPS]	 59.938000
[FPS]	 72.098236
[FPS]	 90.315715
[FPS]	 71.966000
[FPS]	 60.249770
[FPS]	 72.866431
[FPS]	 60.219718
[FPS]	 60.533265
[FPS]	 59.851145
[FPS]	 90.796396
[FPS]	 73.204594
[FPS]	 89.953376
[FPS]	 73.144891
[FPS]	 72.456040
[FPS]	 60.064159
[FPS]	 72.763398
[FPS]	 73.146596
[FPS]	 90.667889
[FPS]	 72.682528
[FPS]	 91.716961
[FPS]	 71.919832
[FPS]	 89.891552
[FPS]	 59.742929
[FPS]	 72.760025
[FPS]	 72.792083
[FPS]	 89.788701
[FPS]	 72.546465
[FPS]	 72.724625
[FPS]	 89.611836
[FPS]	 72.650566
[FPS]	 90.993797
[FPS]	 91.096784
[FPS]	 72.216003
[FPS]	 90.059188
[FPS]	 72.677479
[FPS]	 59.656638
[FPS]	 60.447006
[FPS]	 72.544789
[FPS]	 60.112469
[FPS]	 60.323872
[FPS]	 59.946013
[FPS]	 59.756577
[FPS]	 72.593441
[FPS]	 90.162660
[FPS]	 73.642534
[FPS]	 72.697677
[FPS]	 89.050014
[FPS]	 72.854593
[FPS]	 90.482330
[FPS]	 72.486156
[FPS]	 89.113215
[FPS]	 94.126151
[FPS]	 60.268278
[FPS]	 91.178813
[FPS]	 72.726310
[FPS]	 73.042769
[FPS]	 73.692671
[FPS]	 72.754966
[FPS]	 72.780269
[FPS]	 72.425948
[FPS]	 90.736031
[FPS]	 72.915517
[FPS]	 89.128397
[FPS]	 72.756652
[FPS]	 89.305898
[FPS]	 91.231813
[FPS]	 72.325822
[FPS]	 89.484107
[FPS]	 72.682528
[FPS]	 73.803560
[FPS]	 91.468413
[FPS]	 59.763403
[FPS]	 72.815723
[FPS]	 92.142337
[FPS]	 91.356607
[FPS]	 74.442408
[FPS]	 90.678366
[FPS]	 72.056860
[FPS]	 93.334116
[FPS]	 89.955954
[FPS]	 72.998605
[FPS]	 72.297503
[FPS]	 92.691953
[FPS]	 73.808766
[FPS]	 89.966266
[FPS]	 72.650566
[FPS]	 59.995279
[FPS]	 73.197766
[FPS]	 72.347492
[FPS]	 60.293746
[FPS]	 60.187387
[FPS]	 60.059562
[FPS]	 59.696347
[FPS]	 60.020517
[FPS]	 59.946013
